location,size,total_sqft,bath,price,price_per_sqft,bhk
Horamavu Agara,2,1145.0,2,41.21,3599.126637554585,2
Horamavu Agara,5,2400.0,3,80.0,3333.333333333333,5
Horamavu Agara,2,1000.0,2,46.0,4600.0,2
Horamavu Agara,2,760.0,2,37.49,4932.894736842105,2
Horamavu Agara,2,1150.0,2,42.0,3652.1739130434794,2
Horamavu Agara,2,750.0,2,37.49,4998.666666666667,2
Horamavu Agara,1,625.0,1,27.0,4320.0,1
Horamavu Agara,2,1080.0,2,38.0,3518.5185185185187,2
Horamavu Agara,2,994.0,2,42.28,4253.521126760564,2
Horamavu Agara,2,1107.83,2,41.51,3746.964787016059,2
Horamavu Agara,2,1090.0,2,46.0,4220.183486238532,2
Horamavu Agara,3,1400.0,3,63.0,4500.0,3
Horamavu Agara,3,1557.0,3,70.0,4495.82530507386,3
Horamavu Agara,2,1058.0,2,47.0,4442.34404536862,2
Horamavu Banaswadi,2,1460.0,2,80.5,5513.698630136986,2
Horamavu Banaswadi,2,1156.0,2,46.0,3979.2387543252594,2
Horamavu Banaswadi,2,1180.0,2,58.0,4915.254237288135,2
Horamavu Banaswadi,2,1307.0,2,51.6,3947.972456006121,2
Horamavu Banaswadi,2,1357.0,2,54.0,3979.3662490788506,2
Horamavu Banaswadi,2,925.0,2,38.0,4108.108108108108,2
Horamavu Banaswadi,2,1272.0,2,48.0,3773.5849056603774,2
Horamavu Banaswadi,2,1225.0,2,49.5,4040.816326530612,2
Horamavu Banaswadi,2,1272.0,2,51.5,4048.74213836478,2
Horamavu Banaswadi,2,1272.0,2,51.5,4048.74213836478,2
Horamavu Banaswadi,2,1156.0,2,46.9,4057.093425605536,2
Horamavu Banaswadi,2,1200.0,2,45.0,3750.0,2
Horamavu Banaswadi,2,1254.0,2,47.0,3748.006379585327,2
Horamavu Banaswadi,3,1610.0,3,68.0,4223.60248447205,3
Horamavu Banaswadi,2,1210.0,2,50.0,4132.231404958678,2
Horamavu Banaswadi,2,1357.0,2,54.0,3979.3662490788506,2
Horamavu Banaswadi,2,1272.0,2,50.0,3930.817610062893,2
Horamavu Banaswadi,2,1200.0,2,45.0,3750.0,2
Horamavu Banaswadi,2,1025.0,2,45.0,4390.243902439024,2
Horamavu Banaswadi,2,1081.0,2,52.0,4810.360777058279,2
Horamavu Banaswadi,2,1000.0,2,50.0,5000.0,2
Hormavu,2,1500.0,2,78.0,5200.0,2
Hormavu,2,1150.0,2,55.0,4782.608695652174,2
Hormavu,1,715.0,1,46.0,6433.566433566433,1
Hormavu,2,1180.0,2,50.0,4237.28813559322,2
Hormavu,2,1200.0,2,67.0,5583.333333333333,2
Hormavu,2,1200.0,3,70.0,5833.333333333333,2
Hormavu,2,1175.0,2,52.0,4425.531914893617,2
Hormavu,1,1351.0,2,53.0,3923.019985196151,1
Hormavu,2,1141.0,2,44.4,3891.323400525855,2
Hormavu,2,1130.0,2,42.3,3743.362831858407,2
Hormavu,3,1725.0,3,85.0,4927.536231884058,3
Hormavu,2,1153.0,2,65.0,5637.467476149176,2
Hormavu,2,1150.0,2,53.11,4618.260869565217,2
Hormavu,2,1123.0,2,56.0,4986.642920747997,2
Hormavu,3,1385.0,2,69.0,4981.949458483755,3
Hormavu,3,1469.0,3,73.595,5009.870660313139,3
Hormavu,2,1030.0,2,49.35,4791.26213592233,2
Hormavu,2,1018.0,2,50.8,4990.176817288801,2
Hormavu,3,1555.0,3,75.0,4823.15112540193,3
Hormavu,2,1143.0,2,53.0,4636.920384951881,2
Hormavu,2,1000.0,2,50.0,5000.0,2
Hormavu,2,1200.0,2,68.0,5666.666666666667,2
Hormavu,2,1200.0,2,68.0,5666.666666666667,2
Hormavu,2,765.0,2,37.49,4900.653594771242,2
Hormavu,2,943.0,2,38.665,4100.212089077412,2
Hormavu,2,1250.0,2,60.0,4800.0,2
Hormavu,2,965.0,2,37.15,3849.740932642487,2
Hormavu,1,527.0,1,28.275,5365.27514231499,1
Hormavu,2,1129.0,2,44.0,3897.254207263065,2
Hormavu,3,1385.0,2,69.25,5000.0,3
Hormavu,2,1065.0,2,50.92,4781.220657276996,2
Hormavu,2,1046.0,2,60.0,5736.137667304015,2
Hormavu,2,1400.0,2,75.0,5357.142857142857,2
Hormavu,2,1196.0,2,44.8,3745.819397993311,2
Hormavu,2,1263.0,2,47.36,3749.802058590657,2
Hormavu,2,1015.0,2,39.08,3850.246305418719,2
Hormavu,2,1200.0,2,73.0,6083.333333333333,2
Hormavu,2,1250.0,2,65.0,5200.0,2
Hormavu,2,1075.0,2,53.7,4995.348837209303,2
Hormavu,2,980.0,2,42.0,4285.714285714285,2
Hormavu,2,1075.0,2,53.7,4995.348837209303,2
Hormavu,4,2282.0,4,115.0,5039.439088518843,4
Hormavu,2,1206.0,2,55.0,4560.530679933665,2
Hormavu,2,1310.0,2,67.0,5114.503816793893,2
Hormavu,2,1310.0,2,60.0,4580.152671755725,2
Hormavu,2,1020.0,2,45.75,4485.294117647059,2
Hormavu,2,1210.0,2,69.0,5702.479338842975,2
Hosa Road,3,1652.0,3,85.0,5145.2784503631965,3
Hosa Road,2,1161.0,2,55.15,4750.215331610681,2
Hosa Road,2,1161.0,2,55.15,4750.215331610681,2
Hosa Road,2,1430.0,2,97.52,6819.580419580419,2
Hosa Road,2,1365.0,2,92.0,6739.92673992674,2
Hosa Road,2,1243.0,2,48.5,3901.850362027353,2
Hosa Road,3,1332.0,2,86.12,6465.465465465465,3
Hosa Road,1,615.0,1,28.29,4600.0,1
Hosa Road,3,1318.0,2,85.28,6470.40971168437,3
Hosa Road,3,1513.0,3,103.0,6807.666886979511,3
Hosa Road,2,1133.0,2,52.0,4589.585172109444,2
Hosa Road,2,1016.0,2,40.0,3937.007874015748,2
Hosa Road,2,972.0,2,40.0,4115.22633744856,2
Hosa Road,2,1161.0,2,55.15,4750.215331610681,2
Hosa Road,3,1532.0,3,98.13,6405.352480417754,3
Hosa Road,3,1680.0,3,101.0,6011.9047619047615,3
Hosa Road,2,880.0,2,50.0,5681.818181818182,2
Hosa Road,3,1533.0,3,98.18,6404.4357469015,3
Hosa Road,2,1040.0,2,68.59,6595.192307692308,2
Hosa Road,2,1040.0,2,61.0,5865.384615384615,2
Hosa Road,2,1245.0,2,62.0,4979.919678714859,2
Hosa Road,3,1311.0,2,84.86,6472.921434019832,3
Hosa Road,3,1512.0,3,103.0,6812.169312169312,3
Hosa Road,1,615.0,1,39.99,6502.439024390244,1
Hosa Road,2,1364.0,2,64.79,4750.000000000001,2
Hosa Road,2,1016.0,2,45.0,4429.133858267716,2
Hosa Road,2,1360.0,2,77.61,5706.617647058823,2
Hosa Road,2,1170.0,2,65.0,5555.555555555556,2
Hosa Road,2,1161.0,2,55.15,4750.215331610681,2
Hosa Road,3,1470.0,2,84.22,5729.251700680272,3
Hosa Road,3,1513.0,3,103.0,6807.666886979511,3
Hosa Road,2,1161.0,2,48.75,4198.966408268734,2
Hosa Road,2,1016.0,2,39.95,3932.086614173229,2
Hosakerehalli,3,2378.0,3,262.0,11017.66190075694,3
Hosakerehalli,3,2376.0,3,203.0,8543.771043771043,3
Hosakerehalli,4,3205.0,5,380.0,11856.474258970358,4
Hosakerehalli,4,3024.0,5,350.0,11574.074074074077,4
Hosakerehalli,5,2400.0,5,250.0,10416.666666666666,5
Hosakerehalli,3,1817.0,4,153.0,8420.473307649972,3
Hosakerehalli,2,1304.0,2,100.0,7668.711656441717,2
Hosakerehalli,3,2480.0,3,245.0,9879.032258064515,3
Hosakerehalli,2,925.0,2,46.5,5027.027027027027,2
Hosakerehalli,3,2480.0,4,260.0,10483.870967741936,3
Hosakerehalli,3,1596.0,3,79.8,5000.0,3
Hosakerehalli,3,1200.0,2,100.0,8333.333333333334,3
Hosakerehalli,4,3205.0,4,300.0,9360.3744149766,4
Hosakerehalli,4,3033.0,4,326.0,10748.433893834488,4
Hosakerehalli,2,600.0,2,65.0,10833.333333333334,2
Hosakerehalli,3,2480.0,4,265.0,10685.483870967742,3
Hosakerehalli,2,925.0,2,46.25,5000.0,2
Hosakerehalli,3,2376.0,3,240.0,10101.0101010101,3
Hosakerehalli,5,1500.0,6,145.0,9666.666666666666,5
Hoskote,3,1250.0,3,50.0,4000.0,3
Hoskote,3,1225.0,3,40.0,3265.30612244898,3
Hoskote,3,1740.0,3,60.0,3448.2758620689656,3
Hoskote,2,1170.0,2,45.0,3846.153846153846,2
Hoskote,3,1200.0,3,57.0,4750.0,3
Hoskote,3,1069.0,2,38.0,3554.724041159963,3
Hoskote,2,1095.0,2,33.6,3068.493150684932,2
Hoskote,2,1065.0,2,31.5,2957.7464788732395,2
Hoskote,3,1395.0,2,63.0,4516.129032258064,3
Hoskote,2,1065.0,2,28.5,2676.056338028169,2
Hoskote,2,945.0,2,35.0,3703.703703703704,2
Hoskote,2,929.0,2,28.095,3024.21959095802,2
Hoskote,2,1065.0,2,33.75,3169.0140845070423,2
Hoskote,1,509.0,1,23.0,4518.664047151277,1
Hosur Road,2,1656.0,2,120.0,7246.376811594203,2
Hosur Road,2,1194.0,2,69.0,5778.894472361809,2
Hosur Road,5,3300.0,5,240.0,7272.727272727273,5
Hosur Road,3,1510.0,2,105.0,6953.64238410596,3
Hosur Road,3,1427.0,2,80.63,5650.31534688157,3
Hosur Road,3,1508.0,2,110.0,7294.429708222811,3
Hosur Road,1,460.0,1,21.0,4565.217391304348,1
Hosur Road,2,1179.0,2,49.0,4156.064461407973,2
Hosur Road,2,950.0,2,60.0,6315.789473684211,2
Hosur Road,2,1194.0,2,71.64,6000.0,2
Hosur Road,3,1766.0,3,130.0,7361.268403171008,3
Hosur Road,3,1689.0,3,103.0,6098.283007696862,3
Hosur Road,5,3600.0,5,180.0,5000.0,5
Hosur Road,2,1170.0,2,48.0,4102.564102564103,2
Hosur Road,2,1250.0,2,55.0,4400.0,2
Hosur Road,3,1689.0,3,103.0,6098.283007696862,3
Hosur Road,4,2000.0,4,130.0,6500.0,4
Hosur Road,2,1250.0,2,65.0,5200.0,2
Hosur Road,3,1689.0,3,103.0,6098.283007696862,3
Hosur Road,2,1223.0,2,93.0,7604.251839738348,2
Hosur Road,3,1919.0,3,117.0,6096.925482021887,3
Hulimavu,2,1125.0,2,50.0,4444.444444444444,2
Hulimavu,2,1242.0,2,51.0,4106.280193236715,2
Hulimavu,3,1823.0,3,100.0,5485.463521667581,3
Hulimavu,2,1300.0,2,36.0,2769.230769230769,2
Hulimavu,2,1080.0,2,43.2,4000.0,2
Hulimavu,2,1100.0,2,71.5,6500.0,2
Hulimavu,1,688.0,1,50.0,7267.441860465116,1
Hulimavu,2,1255.0,2,73.0,5816.733067729084,2
Hulimavu,4,1200.0,4,75.0,6250.0,4
Hulimavu,2,1058.0,2,48.0,4536.862003780719,2
Hulimavu,2,1375.0,2,80.0,5818.181818181818,2
Hulimavu,2,1248.0,2,69.0,5528.846153846154,2
Hulimavu,3,1818.0,3,135.0,7425.742574257426,3
Hulimavu,2,1225.0,2,55.0,4489.7959183673465,2
Hulimavu,2,1255.0,2,74.0,5896.414342629482,2
Hulimavu,2,1175.0,2,45.0,3829.787234042553,2
Hulimavu,2,1255.0,2,69.0,5498.00796812749,2
Hulimavu,2,1255.0,2,66.0,5258.964143426295,2
Hulimavu,2,1127.0,2,65.0,5767.524401064774,2
Hulimavu,2,1200.0,2,50.0,4166.666666666667,2
Hulimavu,2,1200.0,2,75.0,6250.0,2
Hulimavu,3,1430.0,2,90.0,6293.706293706294,3
Hulimavu,2,850.0,1,39.5,4647.058823529412,2
Hulimavu,2,1000.0,2,45.0,4500.0,2
Hulimavu,4,3560.0,5,318.0,8932.58426966292,4
Hulimavu,2,1011.0,2,38.0,3758.6547972304647,2
Hulimavu,2,1276.0,2,76.0,5956.112852664577,2
Hulimavu,2,1500.0,2,90.0,6000.0,2
Hulimavu,2,1255.0,2,60.48,4819.123505976096,2
Hulimavu,2,1021.0,2,76.0,7443.682664054848,2
Hulimavu,1,581.0,1,29.0,4991.394148020654,1
Hulimavu,2,935.0,2,45.0,4812.834224598931,2
Hulimavu,2,1050.0,2,125.0,11904.761904761905,2
Hulimavu,4,1200.0,4,75.0,6250.0,4
Hulimavu,3,1260.0,2,82.0,6507.936507936508,3
Hulimavu,1,450.0,1,20.0,4444.444444444444,1
Hulimavu,2,1231.0,2,84.5,6864.337936636881,2
Hulimavu,3,1916.0,2,150.0,7828.810020876826,3
Hulimavu,2,1115.0,2,44.6,4000.0,2
ISRO Layout,6,4400.0,6,250.0,5681.818181818182,6
ISRO Layout,2,1000.0,2,60.0,6000.0,2
ISRO Layout,2,1180.0,2,52.0,4406.779661016949,2
ISRO Layout,2,1000.0,2,60.0,6000.0,2
ISRO Layout,3,1310.0,2,68.0,5190.839694656489,3
ISRO Layout,4,4200.0,4,255.0,6071.428571428572,4
ISRO Layout,2,1050.0,2,51.0,4857.142857142857,2
ISRO Layout,3,1370.0,2,87.0,6350.36496350365,3
ITPL,3,1200.0,3,56.12,4676.666666666667,3
ITPL,3,1548.0,3,89.5,5781.6537467700255,3
ITPL,3,1200.0,3,68.4,5700.000000000001,3
ITPL,3,1200.0,3,56.12,4676.666666666667,3
ITPL,3,1200.0,3,56.12,4676.666666666667,3
ITPL,3,1500.0,3,61.52,4101.333333333333,3
ITPL,4,5666.0,5,300.0,5294.740557712672,4
Iblur Village,3,3235.0,3,235.0,7264.296754250387,3
Iblur Village,4,3596.0,5,290.0,8064.516129032258,4
Iblur Village,3,1920.0,3,130.0,6770.833333333333,3
Iblur Village,3,1995.0,3,135.0,6766.917293233083,3
Iblur Village,4,3596.0,5,282.0,7842.046718576195,4
Iblur Village,3,1918.0,3,129.0,6725.7559958289885,3
Iblur Village,3,2100.0,4,145.0,6904.761904761905,3
Iblur Village,3,1920.0,3,150.0,7812.5,3
Iblur Village,3,1920.0,3,130.0,6770.833333333333,3
Iblur Village,3,1920.0,3,150.0,7812.5,3
Iblur Village,3,2000.0,4,138.0,6900.0,3
Iblur Village,4,3596.0,5,260.0,7230.255839822024,4
Iblur Village,4,3596.0,5,279.0,7758.620689655172,4
Iblur Village,3,2666.0,4,200.0,7501.875468867217,3
Iblur Village,5,5384.0,5,420.0,7800.891530460624,5
Iblur Village,4,3596.0,5,297.0,8259.176863181312,4
Iblur Village,5,5515.0,6,425.0,7706.255666364461,5
Iblur Village,3,1920.0,3,130.0,6770.833333333333,3
Iblur Village,4,3596.0,4,268.0,7452.725250278087,4
Indira Nagar,2,1200.0,2,93.0,7750.0,2
Indira Nagar,2,1128.0,2,105.0,9308.510638297872,2
Indira Nagar,3,2800.0,3,330.0,11785.714285714286,3
Indira Nagar,3,1650.0,3,200.0,12121.212121212122,3
Indira Nagar,2,1210.0,2,102.0,8429.752066115703,2
Indira Nagar,2,1224.0,2,105.0,8578.43137254902,2
Indira Nagar,3,2070.0,3,225.0,10869.565217391304,3
Indira Nagar,1,500.0,1,70.0,14000.0,1
Indira Nagar,2,1400.0,2,168.0,12000.0,2
Indira Nagar,4,2400.0,4,525.0,21875.0,4
Indira Nagar,2,1145.0,2,100.0,8733.624454148472,2
Indira Nagar,2,1470.0,2,170.0,11564.625850340137,2
Indira Nagar,3,2700.0,3,324.0,12000.0,3
Indira Nagar,1,850.0,1,57.0,6705.882352941177,1
Indira Nagar,8,3250.0,8,600.0,18461.53846153846,8
Indira Nagar,3,2601.0,4,312.0,11995.38638985006,3
Indira Nagar,2,1260.0,2,100.0,7936.507936507936,2
Indira Nagar,3,1740.0,3,191.0,10977.011494252874,3
Indira Nagar,3,1650.0,3,220.0,13333.333333333334,3
Indira Nagar,3,1440.0,3,275.0,19097.222222222223,3
Indira Nagar,2,1475.0,2,171.0,11593.22033898305,2
Indira Nagar,4,3200.0,4,440.0,13750.0,4
Indira Nagar,4,4000.0,4,700.0,17500.0,4
Indira Nagar,1,850.0,1,60.0,7058.823529411765,1
Indira Nagar,4,2400.0,4,405.0,16875.0,4
Indira Nagar,5,1800.0,5,350.0,19444.444444444445,5
Indira Nagar,3,1650.0,3,200.0,12121.212121212122,3
Indira Nagar,4,2800.0,4,365.0,13035.714285714286,4
Indira Nagar,2,1260.0,2,120.0,9523.809523809525,2
Indira Nagar,2,1149.0,2,130.0,11314.186248912098,2
Indira Nagar,6,2400.0,6,475.0,19791.666666666668,6
JP Nagar,3,1850.0,3,150.0,8108.108108108108,3
JP Nagar,2,1000.0,2,35.0,3500.0,2
JP Nagar,2,1100.0,2,70.0,6363.636363636364,2
JP Nagar,2,940.0,2,49.0,5212.765957446809,2
JP Nagar,4,4000.0,4,314.5,7862.5,4
JP Nagar,2,1078.0,2,45.0,4174.397031539888,2
JP Nagar,1,1050.0,1,44.0,4190.476190476191,1
JP Nagar,2,1300.0,2,93.865,7220.384615384615,2
JP Nagar,2,1200.0,2,62.0,5166.666666666667,2
JP Nagar,2,1300.0,2,90.87,6990.0,2
JP Nagar,3,1315.0,2,85.4,6494.296577946768,3
JP Nagar,3,1690.0,3,112.0,6627.218934911242,3
JP Nagar,1,750.0,1,52.5,7000.0,1
JP Nagar,2,1200.0,2,78.0,6500.0,2
JP Nagar,3,1850.0,2,110.0,5945.945945945946,3
JP Nagar,2,1100.0,2,45.0,4090.909090909091,2
JP Nagar,2,1197.0,2,47.88,4000.0,2
JP Nagar,7,2700.0,4,160.0,5925.925925925926,7
JP Nagar,2,820.0,2,45.0,5487.804878048781,2
JP Nagar,3,1750.0,3,123.0,7028.571428571428,3
JP Nagar,1,745.0,1,34.27,4600.000000000001,1
JP Nagar,6,1800.0,6,68.0,3777.777777777778,6
JP Nagar,2,1150.0,2,90.0,7826.086956521739,2
JP Nagar,3,1960.0,3,138.0,7040.816326530612,3
JP Nagar,2,1250.0,2,60.0,4800.0,2
JP Nagar,2,1125.0,2,39.98,3553.7777777777774,2
JP Nagar,3,2400.0,3,196.0,8166.666666666667,3
JP Nagar,2,1300.0,2,91.65,7050.0,2
JP Nagar,2,1107.0,2,57.0,5149.051490514905,2
JP Nagar,2,1250.0,2,93.0,7440.0,2
JP Nagar,3,1500.0,2,108.0,7200.0,3
JP Nagar,2,1405.0,2,99.0,7046.26334519573,2
JP Nagar,2,1157.0,2,73.0,6309.420916162489,2
JP Nagar,2,1048.0,2,44.0,4198.473282442748,2
Jakkur,2,1417.0,2,75.0,5292.87226534933,2
Jakkur,3,1590.0,2,125.0,7861.635220125786,3
Jakkur,2,1279.0,2,77.0,6020.3283815480845,2
Jakkur,3,1710.0,3,107.0,6257.309941520468,3
Jakkur,3,1396.0,2,86.51,6196.991404011461,3
Jakkur,3,1865.0,3,124.0,6648.793565683646,3
Jakkur,2,1100.0,2,53.35,4850.0,2
Jakkur,3,1760.0,3,139.0,7897.727272727273,3
Jakkur,2,1290.0,2,100.0,7751.937984496124,2
Jakkur,2,1452.19,2,100.0,6886.151261198604,2
Jakkur,3,1798.0,3,120.0,6674.082313681869,3
Jakkur,2,1300.0,2,85.0,6538.461538461538,2
Jakkur,3,1950.0,3,131.0,6717.948717948718,3
Jakkur,2,1230.0,2,76.0,6178.861788617886,2
Jakkur,2,1290.0,2,80.0,6201.550387596899,2
Jakkur,3,1760.0,3,110.0,6250.0,3
Jakkur,2,1483.0,2,98.0,6608.226567768038,2
Jakkur,3,1650.0,3,111.0,6727.272727272727,3
Jakkur,3,2423.0,4,160.0,6603.38423442014,3
Jakkur,3,2197.0,3,136.0,6190.259444697314,3
Jakkur,2,1125.0,2,65.0,5777.777777777777,2
Jakkur,2,1230.0,2,79.0,6422.764227642277,2
Jakkur,2,1202.0,2,79.0,6572.379367720466,2
Jakkur,3,1858.0,3,123.0,6620.021528525296,3
Jakkur,3,1798.0,3,110.0,6117.908787541713,3
Jakkur,3,1785.0,3,130.0,7282.913165266106,3
Jakkur,2,1080.0,2,60.0,5555.555555555556,2
Jakkur,2,1230.0,2,71.195,5788.21138211382,2
Jakkur,3,1816.0,3,119.0,6552.863436123348,3
Jakkur,2,1424.0,2,80.0,5617.977528089888,2
Jakkur,2,1290.0,2,85.0,6589.147286821705,2
Jakkur,2,1300.0,2,80.0,6153.846153846154,2
Jakkur,2,1290.0,2,80.04,6204.651162790698,2
Jakkur,2,1282.0,2,72.0,5616.224648985959,2
Jakkur,3,1660.0,3,104.0,6265.060240963855,3
Jakkur,2,1291.0,2,75.0,5809.450038729667,2
Jakkur,2,1473.0,2,85.0,5770.536320434488,2
Jakkur,3,1660.0,3,104.0,6265.060240963855,3
Jakkur,3,1950.0,3,131.0,6717.948717948718,3
Jakkur,2,1432.0,2,85.0,5935.754189944134,2
Jakkur,3,1710.0,3,110.0,6432.748538011696,3
Jalahalli,3,2250.0,3,160.0,7111.111111111111,3
Jalahalli,2,1694.0,2,125.0,7378.984651711924,2
Jalahalli,2,1400.0,1,80.0,5714.285714285715,2
Jalahalli,2,1045.0,2,76.77,7346.411483253589,2
Jalahalli,3,2113.0,3,155.0,7335.541883577851,3
Jalahalli,3,1932.0,4,135.0,6987.577639751553,3
Jalahalli,2,1045.0,2,58.0,5550.239234449761,2
Jalahalli,4,1200.0,4,90.0,7500.0,4
Jalahalli,2,1020.0,2,52.0,5098.0392156862745,2
Jalahalli,3,2384.0,4,165.0,6921.140939597315,3
Jalahalli,2,790.0,2,49.5,6265.822784810127,2
Jalahalli,3,1569.0,3,118.0,7520.713830465264,3
Jalahalli,1,600.0,1,37.0,6166.666666666667,1
Jalahalli,1,615.0,1,46.0,7479.674796747968,1
Jalahalli,2,905.0,2,55.0,6077.348066298343,2
Jalahalli,2,1000.0,2,70.0,7000.0,2
Jalahalli,1,615.0,1,46.0,7479.674796747968,1
Jalahalli,3,1470.0,2,102.0,6938.775510204082,3
Jalahalli,2,1244.0,2,88.0,7073.954983922829,2
Jalahalli,2,1407.0,2,98.49,7000.0,2
Jalahalli,1,1200.0,2,66.0,5500.0,1
Jalahalli,2,1045.0,2,76.77,7346.411483253589,2
Jalahalli,3,2086.0,3,160.0,7670.182166826462,3
Jalahalli,2,1313.0,2,68.0,5178.979436405179,2
Jalahalli East,1,750.0,1,40.0,5333.333333333333,1
Jalahalli East,3,1260.0,2,60.0,4761.9047619047615,3
Jalahalli East,2,1020.0,2,58.0,5686.274509803921,2
Jalahalli East,3,1300.0,2,63.0,4846.153846153846,3
Jalahalli East,1,750.0,1,34.1,4546.666666666667,1
Jalahalli East,2,1010.0,2,52.0,5148.514851485149,2
Jalahalli East,2,1010.0,2,52.0,5148.514851485149,2
Jigani,2,918.0,2,52.0,5664.488017429194,2
Jigani,2,918.0,2,48.0,5228.75816993464,2
Jigani,2,914.0,2,47.0,5142.231947483589,2
Jigani,2,927.0,2,55.0,5933.117583603021,2
Jigani,2,920.0,2,46.0,5000.0,2
Jigani,3,2400.0,4,130.0,5416.666666666667,3
Jigani,2,918.0,2,45.0,4901.9607843137255,2
Jigani,2,918.0,2,63.2,6884.531590413943,2
Jigani,2,933.0,2,43.0,4608.788853161844,2
Jigani,2,918.0,2,55.0,5991.285403050109,2
Jigani,3,2400.0,3,149.0,6208.333333333333,3
Jigani,2,937.0,2,44.0,4695.837780149413,2
Jigani,2,923.0,2,50.0,5417.118093174431,2
Jigani,3,1221.0,3,72.0,5896.805896805897,3
Jigani,2,918.0,2,49.0,5337.690631808279,2
Jigani,2,914.0,2,49.0,5361.050328227571,2
Jigani,2,918.0,2,50.0,5446.623093681917,2
Jigani,3,1200.0,3,65.0,5416.666666666667,3
Jigani,2,914.0,2,55.0,6017.505470459519,2
Jigani,3,1221.0,3,75.0,6142.506142506142,3
Jigani,3,1252.0,3,70.0,5591.054313099042,3
Jigani,2,939.0,2,39.0,4153.35463258786,2
Jigani,3,1221.0,3,70.0,5733.005733005733,3
Jigani,2,943.0,2,48.0,5090.137857900319,2
Jigani,2,918.0,2,56.0,6100.217864923748,2
Jigani,2,943.0,2,49.5,5249.204665959703,2
Judicial Layout,3,1300.0,3,64.0,4923.076923076923,3
Judicial Layout,3,2070.0,3,162.0,7826.086956521739,3
Judicial Layout,3,1700.0,3,155.0,9117.64705882353,3
Judicial Layout,3,1100.0,2,53.0,4818.181818181818,3
Judicial Layout,2,1165.0,2,49.61,4258.369098712446,2
Judicial Layout,5,5400.0,4,700.0,12962.962962962964,5
Judicial Layout,4,1500.0,3,162.0,10800.0,4
Judicial Layout,2,900.0,2,40.0,4444.444444444444,2
Judicial Layout,3,1989.0,4,155.0,7792.860734037205,3
KR Puram,2,1015.0,2,56.8,5596.059113300493,2
KR Puram,2,930.0,2,39.0,4193.548387096775,2
KR Puram,2,1155.0,2,42.74,3700.4329004329006,2
KR Puram,2,1225.0,2,46.55,3800.0,2
KR Puram,2,1100.0,2,47.0,4272.727272727273,2
KR Puram,2,1200.0,2,71.0,5916.666666666667,2
KR Puram,2,750.0,2,25.0,3333.333333333333,2
KR Puram,3,1005.03,3,47.405,4716.774623643076,3
KR Puram,2,1015.0,2,43.0,4236.453201970443,2
KR Puram,2,1470.0,2,86.0,5850.340136054422,2
KR Puram,1,714.0,1,28.0,3921.56862745098,1
KR Puram,2,1142.0,2,51.0,4465.84938704028,2
KR Puram,2,1115.0,2,33.45,3000.0000000000005,2
KR Puram,2,1021.0,2,48.0,4701.273261508325,2
KR Puram,3,1255.0,3,69.315,5523.107569721115,3
KR Puram,2,1035.0,2,40.5,3913.0434782608695,2
KR Puram,2,1550.0,2,71.0,4580.645161290323,2
KR Puram,2,1070.0,2,51.22,4786.915887850468,2
KR Puram,2,1100.0,2,46.0,4181.818181818182,2
KR Puram,2,1290.0,2,49.02,3800.0,2
KR Puram,2,1100.0,2,43.0,3909.090909090909,2
KR Puram,2,950.0,2,40.0,4210.526315789473,2
KR Puram,2,1156.0,2,72.0,6228.3737024221455,2
KR Puram,2,1000.0,2,60.0,6000.0,2
KR Puram,2,1001.0,2,30.0,2997.002997002997,2
KR Puram,2,750.0,2,40.0,5333.333333333333,2
KR Puram,6,2000.0,6,85.0,4250.0,6
KR Puram,2,1000.0,2,44.5,4450.0,2
KR Puram,2,1200.0,2,47.0,3916.6666666666665,2
KR Puram,2,1200.0,1,65.0,5416.666666666667,2
KR Puram,2,1076.0,2,67.0,6226.7657992565055,2
KR Puram,2,1140.0,2,43.32,3800.0,2
KR Puram,6,4300.0,6,175.0,4069.767441860465,6
KR Puram,2,1200.0,2,42.0,3500.0,2
KR Puram,2,1040.0,2,50.0,4807.692307692308,2
KR Puram,4,1200.0,4,83.0,6916.666666666667,4
KR Puram,2,734.0,2,22.0,2997.275204359673,2
KR Puram,2,1120.0,2,36.0,3214.285714285714,2
KR Puram,2,1150.0,2,42.0,3652.1739130434794,2
KR Puram,9,4600.0,9,200.0,4347.826086956522,9
KR Puram,2,1050.0,2,55.0,5238.095238095239,2
KR Puram,2,1057.0,2,30.0,2838.2213812677387,2
KR Puram,2,1085.0,2,46.5,4285.714285714285,2
KR Puram,3,1700.0,3,105.0,6176.470588235294,3
KR Puram,2,1200.0,2,72.0,6000.0,2
KR Puram,4,3628.0,4,246.0,6780.595369349504,4
KR Puram,2,2000.0,2,75.0,3750.0,2
KR Puram,2,1100.0,2,45.0,4090.909090909091,2
KR Puram,2,1035.0,2,40.0,3864.734299516908,2
KR Puram,2,1116.0,2,45.0,4032.258064516129,2
KR Puram,2,1290.0,2,69.0,5348.837209302325,2
KR Puram,3,1300.0,2,57.0,4384.615384615385,3
KR Puram,2,866.28,2,36.38,4199.565960197628,2
KR Puram,2,1096.0,2,43.0,3923.357664233577,2
KR Puram,2,1204.0,2,58.0,4817.275747508305,2
KR Puram,1,700.0,1,21.5,3071.428571428572,1
KR Puram,2,1205.0,2,45.79,3800.0,2
KR Puram,3,1827.0,3,97.0,5309.250136836344,3
KR Puram,2,1075.0,2,32.25,3000.0,2
KR Puram,2,1100.0,2,39.9,3627.272727272728,2
